status_name,facility_name,facility_ward,facility_constituency,facility_subcounty,facility_county,name,code,date_established,facility
semi-functional,Bura Nomadic,Wayu,Galole,Galole,Tana River,Kalkacha Community Health Unit,701704.0,2017-03-01,56a24855-e37e-4909-ac0e-db0b53e779fc
semi-functional,Majengo Dispensary (Tana River),Kinakomba,Galole,Galole,Tana River,Jamhuri Community Health Unit,701703.0,2017-03-01,e872bbde-9252-49d9-a81c-78f48cb7bb1c
semi-functional,Makere Dispensary,Chewani,Galole,Galole,Tana River,Makere Community Health Unit,701702.0,2017-03-01,5f5e7e4c-2a34-4c0a-984d-6960cfbdbbeb
Fully-functional,Muchonoke Dispensary,Nthawa,Mbeere North,Mbeere North,Embu,Gitiburi Community Health Unit,701701.0,2017-10-23,0b1c82ec-3a2c-441b-9cc0-7e4046532da9
Fully-functional,Shuffa Clinic,Wayu,Galole,Galole,Tana River,Emily Community Health Unit,701700.0,2018-02-01,804c70be-8e20-459a-90d0-c540818e4795
Fully-functional,Lomut Health Centre ,Lomut,Sigor,Pokot Central,West Pokot,Lomut Community Health Unit,701696.0,2017-12-19,7da4b97e-17e4-4437-b9c0-ae7e78460a11
Fully-functional,Kathanje Dispensary,Muminji,Mbeere North,Mbeere North,Embu,Gangara Community Health Unit,701695.0,2017-10-17,889127c6-d4aa-441d-a61b-ba9ebc4d9913
Fully-functional,Mumbuni Dispensary,Migwani,Mwingi West,Mwingi West,Kitui,Katalwa/Mumbuni Community Health Unit,701694.0,2017-05-02,2eaeac28-666a-4836-b129-c8f306de2b16
Fully-functional,Nzalae Dispensary (Nguutani),Nguutani,Mwingi West,Mwingi West,Kitui,Nzalae/Kakululo Community Health Unit,701693.0,2017-06-08,a12e3aa9-7693-45b5-bbec-4917cbd10d5c
Fully-functional,Ruanda Dispensary,Kapkateny,Mt. Elgon,Cheptais,Bungoma,Chongeywo Health Community Health Unit,701692.0,2012-07-02,77eedc0f-d1a7-4534-b31d-1b2f3fc70bd3
Fully-functional,Ruanda Dispensary,Kapkateny,Mt. Elgon,Cheptais,Bungoma,Kapkurongo Health Community Health Unit,701691.0,2013-07-01,77eedc0f-d1a7-4534-b31d-1b2f3fc70bd3
Fully-functional,Ruanda Dispensary,Kapkateny,Mt. Elgon,Cheptais,Bungoma,Korgotuny Community Health Unit,701690.0,2014-09-01,77eedc0f-d1a7-4534-b31d-1b2f3fc70bd3
Fully-functional,Ruanda Dispensary,Kapkateny,Mt. Elgon,Cheptais,Bungoma,Chepkurkur South Community Health Unit,701689.0,2014-09-01,77eedc0f-d1a7-4534-b31d-1b2f3fc70bd3
Fully-functional,Ruanda Dispensary,Kapkateny,Mt. Elgon,Cheptais,Bungoma,Chepkurkur North Community Health Unit,701688.0,2014-09-01,77eedc0f-d1a7-4534-b31d-1b2f3fc70bd3
Fully-functional,Kubura Dispensary,Chepyuk,Mt. Elgon,Cheptais,Bungoma,Kubura Community Health Unit,701687.0,2014-09-01,cdea4078-617b-4544-a59a-4eda0c4540cc
Fully-functional,Kopsiro Model Health Centre,Chepyuk,Mt. Elgon,Cheptais,Bungoma,Emia Community Health Unit,701686.0,2012-07-02,be93786d-b31d-40b9-bba0-a1adbb260328
Fully-functional,Ruanda Dispensary,Kapkateny,Mt. Elgon,Cheptais,Bungoma,Masaek Community Health Unit,701685.0,2013-07-01,77eedc0f-d1a7-4534-b31d-1b2f3fc70bd3
Fully-functional,Kopsiro Model Health Centre,Chepyuk,Mt. Elgon,Cheptais,Bungoma,Kaimugul South Community Health Unit,701684.0,2014-09-01,be93786d-b31d-40b9-bba0-a1adbb260328
Fully-functional,Kopsiro Model Health Centre,Chepyuk,Mt. Elgon,Cheptais,Bungoma,Kaimugul North Community Health Unit,701683.0,2014-09-01,be93786d-b31d-40b9-bba0-a1adbb260328
Fully-functional,Kopsiro Model Health Centre,Chepyuk,Mt. Elgon,Cheptais,Bungoma,Toywandet Community Health Unit,701682.0,2014-09-01,be93786d-b31d-40b9-bba0-a1adbb260328
Fully-functional,Kapkateny Dispensary,Kapkateny,Mt. Elgon,Cheptais,Bungoma,Cheptonon Community Health Unit,701681.0,2012-07-02,63ce78a2-1502-4c8b-bbb6-3af920aa0773
Fully-functional,Chesikaki Dispensary,Chesikaki,Mt. Elgon,Cheptais,Bungoma,Chemondi South Community Health Unit,701680.0,2015-09-01,965c0aea-85bb-440f-af4e-fa3dfb640fc3
Fully-functional,Chesikaki Dispensary,Chesikaki,Mt. Elgon,Cheptais,Bungoma,Chemondi North Community Health Unit,701679.0,2015-09-01,965c0aea-85bb-440f-af4e-fa3dfb640fc3
Fully-functional,Tuikut Dispensary,Chesikaki,Mt. Elgon,Cheptais,Bungoma,Sasur Community Health Unit,701678.0,2012-07-02,65f2e7ec-8148-493f-8b10-9e060c27e8ae
Fully-functional,Marigo Dispensary,Chesikaki,Mt. Elgon,Cheptais,Bungoma,Marigo Community Health Unit,701677.0,2016-10-03,f9a78800-2a30-4d13-bf00-8129faa990b9
Fully-functional,Kapkoto Dispensary,Chesikaki,Mt. Elgon,Cheptais,Bungoma,Toroso Community Health Unit,701676.0,2012-07-02,683f3acd-c662-4775-a84b-02b26156d97c
Fully-functional,Cheptais Sub County Hospital,Cheptais,Mt. Elgon,Cheptais,Bungoma,Ngachi Town Community Health Unit,701675.0,2015-09-01,a09b0cb4-a6cc-4ea6-a4b4-94b5423de0cd
Fully-functional,Cheptais Sub County Hospital,Cheptais,Mt. Elgon,Cheptais,Bungoma,Ngachi Community Health Unit,701674.0,2012-07-02,a09b0cb4-a6cc-4ea6-a4b4-94b5423de0cd
Fully-functional,Kanganga Dispensary,Cheptais,Mt. Elgon,Cheptais,Bungoma,Kanganga Community Health Unit,701673.0,2016-09-01,d0b658f7-d748-433b-ab65-f21a2a245db9
Fully-functional,Chepkube Dispensary,Cheptais,Mt. Elgon,Cheptais,Bungoma,Chebwek Upper Community Health Unit,701672.0,2015-09-01,b8ae70fd-0a80-4024-94c3-3eda7316f6c1
Fully-functional,Chepkube Dispensary,Cheptais,Mt. Elgon,Cheptais,Bungoma,Chebwek Lower Community Health Unit,701671.0,2014-06-02,b8ae70fd-0a80-4024-94c3-3eda7316f6c1
Fully-functional,Wasio  Dispensary,Cheptais,Mt. Elgon,Cheptais,Bungoma,Cheptais South Community Health Unit,701670.0,2014-09-01,df7c7c00-bd8b-4ece-9fbf-e971a4e9aeb0
Fully-functional,Osingo Dispensary,God Jope,Suna East,Suna East,Migori,Osingo South Community Health Unit,701669.0,2017-03-01,1047b197-3554-4fc4-aaf9-a910e8739eda
semi-functional,Osingo Dispensary,God Jope,Suna East,Suna East,Migori,Osingo North Community Health Unit,701668.0,2017-03-01,1047b197-3554-4fc4-aaf9-a910e8739eda
semi-functional,Migori County Referral Hospital,Suna Central,Suna East,Suna East,Migori,Lower Kakrao Community Health Unit,701667.0,2014-01-03,1368251a-b3be-40b8-b14f-866caa7b3fa1
semi-functional,Migori County Referral Hospital,Suna Central,Suna East,Suna East,Migori,Ngege Community Health Unit,701666.0,2015-02-04,1368251a-b3be-40b8-b14f-866caa7b3fa1
Fully-functional,Ondong Dispensary,Suna Central,Suna East,Suna East,Migori,Mabera Community Health Unit,701665.0,2015-02-02,3ee57448-5361-41d5-9523-a8b9a56ca0cb
Fully-functional,Nyarongi Dispensary,Kakrao,Suna East,Suna East,Migori,Nyarongi Community Health Unit,701664.0,2014-02-03,47cd9c53-2bd6-4e05-8b61-3bf929dc2f42
Fully-functional,Saro Dispensary,Kakrao,Suna East,Suna East,Migori,Nyamanga Community Health Unit,701663.0,2014-02-04,07192007-9679-4ef8-83e2-21c24537053a
Fully-functional,Anjego Dispensary,Kakrao,Suna East,Suna East,Migori,Anjego Community Health Unit,701662.0,2014-02-06,f8426165-5166-46e5-9509-ec6a959cf0ea
Fully-functional,Migori County Referral Hospital,Suna Central,Suna East,Suna East,Migori,Upper Kakrao Community Health Unit,701661.0,2014-01-03,1368251a-b3be-40b8-b14f-866caa7b3fa1
Fully-functional,Suna Rabuor Dispensary,Kwa,Suna East,Suna East,Migori,Onguo Community Health Unit,701660.0,2012-04-11,dadb5cc5-02fb-4794-92bf-196659585709
Fully-functional,Suna Rabuor Dispensary,Kwa,Suna East,Suna East,Migori,Lwanda Asande Community Health Unit,701659.0,2012-06-06,dadb5cc5-02fb-4794-92bf-196659585709
Fully-functional,Suna Rabuor Dispensary,Kwa,Suna East,Suna East,Migori,Kwa Community Health Unit,701658.0,2014-02-03,dadb5cc5-02fb-4794-92bf-196659585709
semi-functional,Ogwedhi Health Centre,Kwa,Suna East,Suna East,Migori,Sagegi Community Health Unit,701657.0,2012-08-21,3a3a88d8-1951-46e1-a053-e51cc752b694
Fully-functional,Ogwedhi Health Centre,Kwa,Suna East,Suna East,Migori,God Ngoche Community Health Unit,701656.0,2012-03-15,3a3a88d8-1951-46e1-a053-e51cc752b694
Fully-functional,God Jope Dispensary,God Jope,Suna East,Suna East,Migori,Wasio Community Health Unit,701655.0,2014-02-03,cc47cd70-6d46-4c3f-8587-a0c3bb95936d
semi-functional,Kianjuri Dispensary,Ntima West,North Imenti,Imenti North,Meru,Nchaure Community Health Unit,701654.0,2017-08-07,ff54c3f2-58c7-44d2-a566-dbaa252ce311
Fully-functional,God Jope Dispensary,God Jope,Suna East,Suna East,Migori,Manyatta Community Health Unit,701653.0,2011-08-18,cc47cd70-6d46-4c3f-8587-a0c3bb95936d
semi-functional,Gakoromone Dispensary,Ntima East,North Imenti,Imenti North,Meru,Harmony Community Health Unit,701652.0,2015-03-02,b9ad7f20-07a9-480d-9ab8-eccdf1884168
semi-functional,Gakoromone Dispensary,Ntima East,North Imenti,Imenti North,Meru,Bidii Community Health Unit,701651.0,2015-03-23,b9ad7f20-07a9-480d-9ab8-eccdf1884168
semi-functional,Kiburine Dispensary,Nyaki East,North Imenti,Imenti North,Meru,Gachua Community Health Unit,701650.0,2016-03-01,560ef4f2-09db-4302-8246-a20e463082da
semi-functional,Kiburine Dispensary,Nyaki East,North Imenti,Imenti North,Meru,Mbirikene Community Health Unit,701649.0,2016-03-11,560ef4f2-09db-4302-8246-a20e463082da
Fully-functional,Nyamagongwi Dispensary,Nyabasi East,Kuria East,Kuria East,Migori,Nyamagongwi Community Health Unit,701648.0,2013-01-02,b9edbca5-66d4-4021-bffb-980229234aba
semi-functional,Kipingi Dispensary,Kanyasa,Nyatike,Nyatike,Migori,Ngira Community Health Unit,701647.0,2017-06-15,f2312c94-31b3-4110-9c1f-53c5f336517b
semi-functional,Othoch Rakuom Dispensary,Got Kachola,Nyatike,Nyatike,Migori,Amoyo Community Health Unit,701646.0,2017-01-11,2a8304c0-e69b-4ce0-9321-dba51e44e93a
Non-functional,Got Kachola Dispensary,Got Kachola,Nyatike,Nyatike,Migori,Winam Community Health Unit,701645.0,2017-01-18,4204cecf-bf38-45bc-ba75-33e28877afe5
Fully-functional,Thim Lich Dispensary,North Kadem,Nyatike,Nyatike,Migori,Thimlich Community Health Unit,701644.0,2014-01-15,66420ae6-c041-4217-8e58-3e70ab4b3130
Fully-functional,Thim Lich Dispensary,North Kadem,Nyatike,Nyatike,Migori,Kiwiro Community Health Unit,701643.0,2014-01-15,66420ae6-c041-4217-8e58-3e70ab4b3130
Fully-functional,Kabuto Dispensary,North Kadem,Nyatike,Nyatike,Migori,Lower Karapolo Community Health Unit,701642.0,2014-01-15,8bd16746-225d-4d6b-ba78-2d82b1403373
Fully-functional,Winjo Dispensary,Muhuru,Nyatike,Nyatike,Migori,Ebencho Community Health Unit,701641.0,2014-01-15,acfe9d87-8dba-4b04-8fbb-ab28f8dd504f
Fully-functional,Muhuru Sub-County Hospital,Muhuru,Nyatike,Nyatike,Migori,Nyabomo Community Health Unit,701640.0,2014-01-15,6e02c297-0e00-46e4-9e72-36fb3c7973fb
Fully-functional,Mugabo Dispensary,Muhuru,Nyatike,Nyatike,Migori,Nyancha Community Health Unit,701639.0,2014-01-15,30785e3a-4796-4755-9a48-e1d72ba590c3
Fully-functional,Mugabo Dispensary,Muhuru,Nyatike,Nyatike,Migori,Kithii Community Health Unit,701638.0,2014-01-15,30785e3a-4796-4755-9a48-e1d72ba590c3
Fully-functional,Doctors Worldwide Tembo Medical Centre,Muhuru,Nyatike,Nyatike,Migori,Sumba Community Health Unit,701637.0,2014-01-15,fe1b2efc-0d2d-4786-bdb3-bba037bec3ba
Fully-functional,Wath Onger Health Center,Macalder/Kanyarwanda,Nyatike,Nyatike,Migori,Lower Kanyarwanda Community Health Unit,701636.0,2014-01-15,32ed28ef-f563-4a6c-b16d-7549cb655efb
Fully-functional,Macalder Sub-County Hospital,Macalder/Kanyarwanda,Nyatike,Nyatike,Migori,Kalangi Community Health Unit,701635.0,2014-01-15,034bbfaa-9fc4-4013-b7f9-f63cb5deb3cb
Non-functional,Got Orango Dispensary,Macalder/Kanyarwanda,Nyatike,Nyatike,Migori,Got Orango Community Health Unit,701634.0,2014-01-15,5b26cb16-67bd-4889-b2a7-6bd8e2a3fa9c
semi-functional,Sibuoche Dispensary,West Kanyamkago,Uriri,Uriri,Migori,Kajulu Ii Community Health Unit,701633.0,2014-08-01,667ee7ff-4632-46cb-b1b1-83f972bf1723
Fully-functional,Riat Dispensary (Migori),Kanyasa,Nyatike,Nyatike,Migori,Okayo Community Health Unit,701632.0,2014-01-15,fd395b5c-d494-4ed9-8f9f-dc7d44dc4788
Fully-functional,Oyani (SDA) Dispensary,West Kanyamkago,Uriri,Uriri,Migori,Kajulu 1b Community Health Unit,701631.0,2014-01-06,cf16a0d5-77b9-4a45-a82d-6f9785554217
semi-functional,Osogo Dispensary,West Kanyamkago,Uriri,Uriri,Migori,Kajulu I Community Health Unit,701630.0,2015-08-03,47930d45-546c-4b6a-9061-2fdf5e2e7dba
Fully-functional,Riat Dispensary (Migori),Kanyasa,Nyatike,Nyatike,Migori,Alendo Community Health Unit,701629.0,2014-01-15,fd395b5c-d494-4ed9-8f9f-dc7d44dc4788
semi-functional,Nyasoko Dispensary,South Kanyamkago,Uriri,Uriri,Migori,Kamsaki Community Health Unit,701628.0,2013-08-05,ea9ec6cb-1ffa-4374-b4ed-81072f5da421
semi-functional,Kolwal Dispensary,South Kanyamkago,Uriri,Uriri,Migori,Got Uriri Community Health Unit,701627.0,2013-07-01,72b35285-c31b-4640-b744-0d92b81aa16d
Fully-functional,Bware Health Center,South Kanyamkago,Uriri,Uriri,Migori,Achuth Community Health Unit,701626.0,2017-07-03,4fa43d3d-6c0c-4cc1-af62-9abb2d00b3e7
Fully-functional,Luciel Dispensary,Kanyasa,Nyatike,Nyatike,Migori,Misiwi Community Health Unit,701625.0,2014-01-15,5d9132f4-0872-4194-87ae-27d239827287
Fully-functional,Nyamasare Dispensary,North Kanyamkago,Uriri,Uriri,Migori,Kamghudho Ii Community Health Unit,701624.0,2016-08-01,ec208607-c7be-4f74-a910-c2a03b75eed1
Fully-functional,Ochuna Dispensary,Kaler,Nyatike,Nyatike,Migori,Kiasa Community Health Unit,701623.0,2014-01-10,6d7a7efb-4831-4e74-a734-11d1a14d73ad
semi-functional,St Monica Rapogi Health Centre,North Kanyamkago,Uriri,Uriri,Migori,Katieno I Community Health Unit,701622.0,2013-06-12,5170c669-38dd-4920-9a94-2ac98adf1100
Fully-functional,Othoro Sub County Hospital,North Kanyamkago,Uriri,Uriri,Migori,Kambuji Community Health Unit,701621.0,2017-01-05,a047882e-3a54-45c1-af1c-ab71c99bc03e
semi-functional,Othoro Sub County Hospital,North Kanyamkago,Uriri,Uriri,Migori,Komenya Community Health Unit,701620.0,2014-01-02,a047882e-3a54-45c1-af1c-ab71c99bc03e
Fully-functional,Nyamasare Dispensary,North Kanyamkago,Uriri,Uriri,Migori,Kamgundho 1 Community Health Unit,701619.0,2016-01-05,ec208607-c7be-4f74-a910-c2a03b75eed1
Fully-functional,Bande Dispensary,Kaler,Nyatike,Nyatike,Migori,Bande Community Health Unit,701618.0,2013-01-16,e0df8caf-2fb5-40f0-822e-5d4ea4cf4375
semi-functional,Koloo Dispensary,North Kanyamkago,Uriri,Uriri,Migori,Upper Katieno Ii Community Health Unit,701617.0,2016-08-10,3ee2770b-0f6e-4d0c-aeb3-1d5b698a94d2
Fully-functional,Thim Jope Dispensary,East Kanyamkago,Uriri,Uriri,Migori,Thimjope Community Health Unit,701616.0,2013-01-03,3eb63b8e-f255-4dc0-b34f-c45495718b44
Fully-functional,Otati Dispensary,Kanyasa,Nyatike,Nyatike,Migori,Gunga Community Health Unit,701615.0,2014-01-15,9fa416dd-20ce-418b-9d0f-f2c7cd3b1494
Fully-functional,Piny Owacho Dispensary,Central Kanyamkago,Uriri,Uriri,Migori,Nyaobe Community Health Unit,701614.0,2014-07-03,1af34e3f-80fc-41c4-80b6-eb744b6ad16a
semi-functional,Piny Owacho Dispensary,Central Kanyamkago,Uriri,Uriri,Migori,Central Kawere Rateng Community Health Unit,701613.0,2012-03-02,1af34e3f-80fc-41c4-80b6-eb744b6ad16a
Fully-functional,Ombo Kowiti Dispensary,Central Kanyamkago,Uriri,Uriri,Migori,West Kawere Rateng Community Health Unit,701612.0,2014-07-04,6e50efca-efea-4613-bc1e-81b28658b534
Fully-functional,Yago Dispensary,Got Kachola,Nyatike,Nyatike,Migori,Yago Community Health Unit,701611.0,2014-01-15,75aff539-9c8f-4e1c-88c0-7c5465dc40fe
Fully-functional,Nyandago Koweru Dispensary,Got Kachola,Nyatike,Nyatike,Migori,Nyandago Koweru Community Health Unit,701610.0,2014-01-15,396865a0-52ea-47e6-8680-4fdda1a84afe
semi-functional,Msekekwa Health Centre,Kapchemutwa,Keiyo North,Keiyo North,Elgeyo Marakwet,Kapchemutwa Community Health Unit,701609.0,2011-01-01,4c2cbb3e-fa56-4e36-afe0-727846d9354d
semi-functional,Kibendo  Health Centre,Emsoo,Keiyo North,Keiyo North,Elgeyo Marakwet,Kokwao Community Health Unit,701608.0,2011-01-01,0ffc97c8-9a19-4ebc-81f3-3ad51fe670e1
Fully-functional,Kionyo Dispensary,Abogeta West,South Imenti,Imenti South,Meru,Kiungone Community Health Unit,701607.0,2017-12-01,1ef6f472-b66b-4a26-be30-6444775557a8
Fully-functional,Mihuu Dispensary,Mihuu,Webuye East,Webuye East,Bungoma,Mihuu  C Community Health Unit (duplicate ),701606.0,2017-08-21,ac859484-6cd3-47f9-b7a9-f8d82fd1e57f
Fully-functional,Namarambi Dispensary,Ndivisi,Webuye East,Webuye East,Bungoma,Marinda C Community Health Unit,701605.0,2017-08-21,f37831f6-89cc-4612-a4ca-f234811fb8fe
Fully-functional,Sinoko Dispensary (Bungoma East),Ndivisi,Webuye East,Webuye East,Bungoma,Sinoko B Community Health Unit,701604.0,2017-07-10,17f88b47-ede8-4fe5-b302-ef06413ab7cd
Fully-functional,Namwatikho Dispensary,Ndivisi,Webuye East,Webuye East,Bungoma,Sitabicha B Community Health Unit,701603.0,2017-06-17,17ab0bc6-afe9-47d8-9af2-59582fd7cb66
Fully-functional,Lontolio Dispensary,Laisamis,Laisamis,Laisamis,Marsabit,Lontolio Community Health Unit,701602.0,2011-01-14,6d0ae052-fbd9-4ee1-821d-4e195c8af982
Fully-functional,Kargi Health Centre,Kargi/South Horr,Laisamis,Laisamis,Marsabit,Kargi Community Health Unit,701601.0,2010-01-06,165099d0-57d5-4362-a6a6-dc6ce550e750
semi-functional,Laisamis Sub county Referral Hospital(Marsabit South),Laisamis,Laisamis,Laisamis,Marsabit,Koya Community Health Unit,701600.0,2011-01-06,8434f391-b125-459f-8ef0-675c527617c8
Fully-functional,St Clare Bolo Health Centre,West Nyakach,Nyakach,Nyakach,Kisumu,Upper Kadiang'a Community Health Unit,701599.0,2011-08-01,c4da1110-5f5b-4dbf-b6b2-6770f974d81a
semi-functional,Sangoro Dispensary,West Nyakach,Nyakach,Nyakach,Kisumu,Nyong'ong'a Community Health Unit,701598.0,2012-01-18,3f5b4098-0497-4d9c-8b33-a421cb1729bd
Fully-functional,Pedo Dispensary,Central Nyakach,Nyakach,Nyakach,Kisumu,Kandaria West Community Health Unit,701597.0,2014-05-02,003b9747-b2d3-4e63-9de0-298017e0c40a
Fully-functional,Rongo Sub County Hospital,Central Kamagambo,Rongo,Rongo,Migori,Township Community Health Unit,701596.0,2016-01-08,2b3e2f81-6f47-4fdb-9d04-990db42199aa
Fully-functional,Rongo Sub County Hospital,Central Kamagambo,Rongo,Rongo,Migori,Kamkuyu Community Health Unit,701595.0,2010-01-21,2b3e2f81-6f47-4fdb-9d04-990db42199aa
Fully-functional,Rongo Sub County Hospital,Central Kamagambo,Rongo,Rongo,Migori,Kanyingombe Community Health Unit,701594.0,2013-01-03,2b3e2f81-6f47-4fdb-9d04-990db42199aa
Fully-functional,Rongo Sub County Hospital,Central Kamagambo,Rongo,Rongo,Migori,Koderobara Community Health Unit,701593.0,2013-01-08,2b3e2f81-6f47-4fdb-9d04-990db42199aa
Fully-functional,Minyenya Health Centre,North Kamagambo,Rongo,Rongo,Migori,South Kamwango Community Health Unit,701592.0,2012-01-12,adb020dd-67c7-4bc2-80aa-e3b7edf7ac9e
Fully-functional,Minyenya Health Centre,North Kamagambo,Rongo,Rongo,Migori,North Kamwango Community Health Unit,701591.0,2009-01-02,adb020dd-67c7-4bc2-80aa-e3b7edf7ac9e
Fully-functional,Rongo Sub County Hospital,Central Kamagambo,Rongo,Rongo,Migori,Kabuoro Community Health Unit,701590.0,2015-01-08,2b3e2f81-6f47-4fdb-9d04-990db42199aa
Fully-functional,Lwala Community Hospital,North Kamagambo,Rongo,Rongo,Migori,Kameji Community Health Unit,701589.0,2012-01-05,d9cc203e-4824-4083-a161-657684026dde
Fully-functional,Kochola Dispensary,East Kamagambo,Rongo,Rongo,Migori,Kong'udi Community Health Unit,701588.0,2014-01-02,c3114088-7105-4cd8-8feb-fbb89e0b8f0a
Fully-functional,Kamagambo SDA Dispenasry,East Kamagambo,Rongo,Rongo,Migori,Kagoro Community Health Unit,701587.0,2014-01-03,9f8fba9f-6bbe-42e2-a4ef-cc7214ea80c0
Fully-functional,Kamagambo SDA Dispenasry,East Kamagambo,Rongo,Rongo,Migori,Kong'oma Community Health Unit,701586.0,2013-01-02,9f8fba9f-6bbe-42e2-a4ef-cc7214ea80c0
Fully-functional,Ngodhe Dispensary,East Kamagambo,Rongo,Rongo,Migori,Kanyadieto Community Health Unit,701584.0,2014-01-02,1310a5a9-5ee6-4c98-8598-25fad9092359
Fully-functional,Ndege Oriedo Dispensary,East Kamagambo,Rongo,Rongo,Migori,Koluoch Community Health Unit,701583.0,2014-01-02,d43201d1-285a-4f5e-ba40-192f1e7c46a6
Fully-functional,Ndege Oriedo Dispensary,East Kamagambo,Rongo,Rongo,Migori,Kambija Community Health Unit,701582.0,2015-01-02,d43201d1-285a-4f5e-ba40-192f1e7c46a6
Fully-functional,Kangeso Dispensary,East Kamagambo,Rongo,Rongo,Migori,Kangeso Community Health Unit,701581.0,2013-01-02,0cf185cd-b066-424b-9fcb-e46b880d72c2
Fully-functional,Ngere Health Centre,East Kamagambo,Rongo,Rongo,Migori,East Kanyamamba Community Health Unit,701580.0,2013-01-02,b8f5aade-bbf9-4847-84ba-54e238c048af
Fully-functional,Verna Health Centre,East Kamagambo,Rongo,Rongo,Migori,West Kanyamamba Community Health Unit,701579.0,2013-01-02,4fffaa10-e79c-4f01-a3cb-148e2ce1ae2e
Fully-functional,Ongo Sub County Hospital,South Kamagambo,Rongo,Rongo,Migori,North Kanyajuok Community Health Unit,701578.0,2015-01-16,52aaf77e-8a4d-4ff1-b99c-980951ce1ce5
Fully-functional,Ongo Sub County Hospital,South Kamagambo,Rongo,Rongo,Migori,Kamreri Community Health Unit,701577.0,2012-01-09,52aaf77e-8a4d-4ff1-b99c-980951ce1ce5
Fully-functional,Kalacha Sub County Referral Hospital (Chalbi),Maikona,North Horr,North Horr,Marsabit,Kalacha Community Health Unit,701576.0,2010-10-12,7e046e6d-58b9-457c-8976-db25e7c0d9be
Fully-functional,Turbi Dispensary (Marsabit North),Turbi,North Horr,North Horr,Marsabit,Turbi Community Health Unit,701575.0,2014-09-14,38cd7af9-1fdd-499f-8562-631d1e40927f
Fully-functional,Hurri-Hills Dispensary,Maikona,North Horr,North Horr,Marsabit,Hurri Hills Community Health Unit,701574.0,2010-10-12,af677e06-4a17-4140-88ca-1189c60b193e
Fully-functional,North Horr Health Centre,North Horr,North Horr,North Horr,Marsabit,North Horr Community Health Unit,701573.0,2010-10-16,346a73b2-88c2-444b-be81-7e2a3c025c8a
Fully-functional,Gatab Health Centre,Loiyangalani,Laisamis,Laisamis,Marsabit,Gatab Community Health Unit,701572.0,2017-12-15,e817befd-4de2-4049-a37d-65c0dd3d259b
Fully-functional,Namarei Dispensary (Marsabit South),Korr/Ngurunit,Laisamis,Laisamis,Marsabit,Namarei Community Health Unit,701571.0,2014-12-04,81d24e89-ee00-4fc6-a201-99dc322d7bf2
Fully-functional,Loiyangalani Gok  Health centre,Loiyangalani,Laisamis,Laisamis,Marsabit,Loiyangalani Community Health Unit,701570.0,2013-12-20,2ea0d0eb-32a1-4bea-8181-9edc47b44a55
semi-functional,Korr Dispensary,Korr/Ngurunit,Laisamis,Laisamis,Marsabit,Korr Community Health Unit,701569.0,2015-12-10,f972a687-3348-45f0-aab5-fb94793594e8
semi-functional,Ngurunit Health centre,Korr/Ngurunit,Laisamis,Laisamis,Marsabit,Ngurunit Community Health Unit,701568.0,2013-12-18,05879969-f19b-4ace-8fdf-576965769a2e
Fully-functional,Logologo AIC Dispensary,Loglogo,Laisamis,Laisamis,Marsabit,Logologo Community Health Unit,701567.0,2012-09-14,0195b349-9108-4cb2-b6df-eef307301062
Fully-functional,Catholic Hospital Laisamis,Laisamis,Laisamis,Laisamis,Marsabit,Laisamis Community Health Unit,701566.0,2013-06-13,045cc9fd-3098-49af-a88b-f5fbd97fe702
Fully-functional,Magenche Health Centre,Magenche,Bomachoge Borabu,Bomachoge Borabu,Kisii,Kiabugesi Community Health Unit,701565.0,2017-06-15,b38e0aab-0ac7-4217-8c53-c78db5de1ed9
Fully-functional,Itembu Dispensary,Magenche,Bomachoge Borabu,Bomachoge Borabu,Kisii,Mokubo Community Health Unit,701564.0,2012-06-15,6cb380f8-ef54-4f65-9753-1afe86990a2a
Fully-functional,Kerongorori Dispensary,Bokimonge,Bomachoge Borabu,Bomachoge Borabu,Kisii,Kerongorori A Community Health Unit,701563.0,2012-06-15,f25a93b5-4a5f-488f-82cd-109b4cdecaf8
semi-functional,Riokindo Health Centre,Bokimonge,Bomachoge Borabu,Bomachoge Borabu,Kisii,Riokindo Community Health Unit,701562.0,2012-06-02,10c9a4a2-5c31-41ef-beff-5cdacce7b30e
Fully-functional,Mumbuni Dispensary,Migwani,Mwingi West,Mwingi West,Kitui,Mumbuni/Katalwa Community Health Unit,701560.0,2017-06-06,2eaeac28-666a-4836-b129-c8f306de2b16
Fully-functional,Danaba Health Centre,Danaba,Wajir North,Wajir North,Wajir,Danaba Community Health Unit,701559.0,2010-10-09,e0fe8f46-b2ec-4344-8fd5-020cb3618a2a
Fully-functional,Dukana Health Centre (North Horr),Dukana,North Horr,North Horr,Marsabit,Dukana Community Health Unit,701558.0,2010-10-23,cda4153e-a545-4a51-bc87-9975eef8c353
Fully-functional,Bubisa healthcentre,Turbi,North Horr,North Horr,Marsabit,Bubisa Community Health Unit,701557.0,2010-10-12,ffaa6f53-2b27-4f40-ba26-aeae0e84f2e2
Fully-functional,Giika,Akachiu,Igembe South,Igembe South,Meru,Marega Health Community Health Unit,701556.0,2013-09-10,72ebda41-f1c4-4b38-8768-4750e563c1bd
Fully-functional,Giika,Akachiu,Igembe South,Igembe South,Meru,Giika Health Community Health Unit,701555.0,2016-05-25,72ebda41-f1c4-4b38-8768-4750e563c1bd
